SMILES,Accum,Accum_Class,Accum_SE,Compound_ID,SourceTable,SourceFile,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,water_RadiusOfGyration,water_Asphericity,water_SpherocityIndex,water_NPR1,water_NPR2,water_PMI1,water_PMI2,water_ChargeMean,water_ChargeMax,water_ChargeMin,chloroform_RadiusOfGyration,chloroform_Asphericity,chloroform_SpherocityIndex,chloroform_NPR1,chloroform_NPR2,chloroform_PMI1,chloroform_PMI2,chloroform_ChargeMean,chloroform_ChargeMax,chloroform_ChargeMin,octanol_RadiusOfGyration,octanol_Asphericity,octanol_SpherocityIndex,octanol_NPR1,octanol_NPR2,octanol_PMI1,octanol_PMI2,octanol_ChargeMean,octanol_ChargeMax,octanol_ChargeMin
CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,119.0,Low,21.0,novobiocin,Table1,small_data_set/smiles_review/table1_fixed_review.csv,13.014746278547964,13.014746278547964,0.0182902925813086,-1.5175884286813448,0.1837462897471011,20.977272727272727,612.6320000000002,576.3440000000004,612.2319099719999,236,0,0.4044634137547128,-0.5076631803449968,0.5076631803449968,0.4044634137547128,1.1590909090909092,1.8636363636363635,2.5,16.719079212437936,9.89156098963115,2.5281070451069274,-2.4693058253866864,2.3830247919867067,-2.6478925017400647,6.063419385456098,-0.3042932032699535,2.939599416761917,1.6287444552904171,1673.310532488681,32.507342731648755,25.16558685248321,25.16558685248321,20.637973893287096,13.716007538225623,13.716007538225623,11.217664128049757,11.217664128049757,7.325660893907068,7.325660893907068,5.062779157953828,5.062779157953828,-4.59,2331624222.2142544,32.326486476403616,12.564101184019576,6.490928505265244,252.3298196813052,49.73464101794418,23.186010195958357,23.644830883464078,6.290026729335213,5.907179729351506,11.718826390016403,4.794537184071822,9.589074368143644,0.0,0.0,11.64912463690315,76.93479445538416,18.236700524671527,10.987275025448485,48.2732593049193,28.65705043108052,0.0,0.0,5.733667477162185,71.24248432494292,12.426586145283864,69.09143795745199,0.0,17.248535499851716,21.412905354046558,10.481923458755384,17.248535499851716,0.0,64.63277622965337,20.63141048432616,6.923737199690624,49.179840457925295,51.19264810033636,0.0,10.969244356107035,0.0,200.01,59.26588093089918,29.703193736737585,0.0,33.59517100606884,11.984273114623004,5.573104530069267,37.441632883585584,20.771211599071872,19.92349450621513,5.316788604006331,29.09827022941573,27.86837695290111,0.0,37.485497807588814,34.58308517279489,4.5378921792482325,-1.0888174577475265,7.116365673609997,-3.80781623343763,8.686779259174543,1.3686366458675685,0.3870967741935484,44,6,13,0,1,1,2,2,1,3,0,0,11,5,13,2,8,0,1,1,0,0,9.230755613940351,4,3.627120000000002,158.92099999999974,0,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68331580366165,0.7280293783943589,0.1038436868800446,0.10147492889766746,0.9576817613671922,2685.5269042912564,25475.22430657167,4.163336342344338e-18,0.4044634137547127,-0.5076631803449968,6.666314473800939,0.7237385747252401,0.10849410423376916,0.10347101427248709,0.9594480205616104,2713.7530248043186,25350.588534625185,4.163336342344338e-18,0.4044634137547127,-0.5076631803449968,6.641333515530008,0.7225290790326293,0.11063178493701122,0.1040119813915187,0.9604345429060965,2706.1393128015216,25170.126141227953,4.163336342344338e-18,0.4044634137547127,-0.5076631803449968
C[C@H]1[C@H](O)[C@@](OC)(C)C[C@@](O[C@H]([C@@H](C)C(O[C@H](CC)[C@]([C@H](O)[C@H]2C)(O)C)=O)[C@H](C)[C@@H](O[C@@]3([H])[C@H](O)[C@@H](N(C)C)C[C@@H](C)O3)[C@](C)(O)C[C@@H](C)C2=O)([H])O1,235.0,Low,73.0,erythromycin,Table1,small_data_set/smiles_review/table1_fixed_review.csv,14.07322487429698,14.07322487429698,0.0935549492728422,-1.9944057547695064,0.2378725059837361,49.74509803921568,733.9369999999999,666.4010000000003,733.4612412040001,298,0,0.3111884202841215,-0.4589365811706855,0.4589365811706855,0.3111884202841215,0.8823529411764706,1.4901960784313726,2.0392156862745097,16.71366524915591,9.7367164742323,2.5316490824793862,-2.487194460846705,2.4041435971386806,-2.608783388805357,5.832879433381548,-0.3175930575914985,3.051689271018922,2.183066335168143,1167.2981664566057,38.96337265727873,32.93794905930122,32.93794905930122,23.42551879562192,18.49411746576694,18.49411746576694,16.471853990396728,16.471853990396728,11.821553039137608,11.821553039137608,8.410333558667125,8.410333558667125,-1.3,26903252120.26668,44.099455271260695,17.014478793825404,9.506326969189503,303.594991693832,58.853724427854296,29.69619492059353,12.580053458670426,0.0,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,27.694948798762496,74.90023203227615,37.32617813183568,47.63983960687028,63.542889065147456,11.75255023431679,0.0,4.899909730850478,23.671624184645573,179.17743631136617,21.205141506631914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.64701626875856,38.010252090943936,23.671624184645573,94.92065848861026,0.0,0.0,0.0,0.0,193.91,107.53514502482196,35.12171134234717,0.0,31.40827208567429,6.4208216229260096,0.0,27.88100914034941,41.54242319814374,25.918990895895483,0.0,28.42117772280029,37.05362066749547,0.0,29.75921155686774,57.61018969550547,-4.839054123328079,-4.976776577237162,-0.3237547973026045,-9.707663812251557,16.331179639911554,5.176381083672508,0.945945945945946,51,5,14,0,3,3,0,0,0,0,0,0,14,5,14,3,7,0,3,3,0,0,14.712338167296412,3,1.7856000000000058,186.25799999999944,0,5,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94117234908507,0.19721850682115832,0.346048884770023,0.4464855351721645,0.7684799653495987,7217.187112487387,12418.261396235022,2.4109716106796296e-18,0.3111884202841216,-0.45893658117068564,4.933873096430645,0.2013040278482997,0.3525394605249179,0.44126625936239805,0.7808193024476455,7092.735297136241,12535.386263853405,2.4109716106796296e-18,0.3111884202841216,-0.45893658117068564,4.904275002732392,0.19688452068777065,0.3771555085390009,0.4426296207444258,0.7960654436766601,6966.452735610017,12549.268488319334,2.4109716106796296e-18,0.3111884202841216,-0.45893658117068564
C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C,213.0,Low,9.0,rifampicin,Table1,small_data_set/smiles_review/table1_fixed_review.csv,14.425629624280766,14.425629624280766,0.0559395816717662,-2.042566017680001,0.1094848447314065,32.067796610169495,822.9529999999996,764.4889999999999,822.4051232959999,322,0,0.3121091952257162,-0.5067356780024597,0.5067356780024597,0.3121091952257162,0.9491525423728814,1.6101694915254237,2.23728813559322,16.70616735456791,9.78126181986189,2.4964556995557383,-2.375655076796832,2.547004844477095,-2.461723060730101,6.23464789518405,-0.1602243035768758,3.4615674983505844,1.7035908752452271,2072.628069839793,43.670114959535766,35.34677769064765,35.34677769064765,27.730884027626534,19.788517156280783,19.788517156280783,16.119126113187438,16.119126113187438,11.863078208578584,11.863078208578584,7.923298320291876,7.923298320291876,-5.16,3443399886748.2905,44.93389855929172,17.991844748290085,8.905370775160415,343.9147588784284,54.69678712426053,23.35250188760002,5.749511833283905,0.0,11.690424675716445,11.756416440522448,19.39252407617,0.0,5.101407525739723,0.0,45.92300911926414,26.97116648889232,87.33070198518573,52.98909366374336,58.86370034161919,40.33416524681676,0.0,9.90882225480501,28.773031710385297,85.59287430108877,45.65328375161135,52.82961988091657,0.0,22.99804733313562,10.05365155780638,5.687386274683562,22.99804733313562,0.0,129.855261623381,23.79966322954379,30.5953613843362,69.95105205699716,41.24067293156531,0.0,10.772448428929591,0.0,220.15,88.78286635172938,39.91624852641899,0.0,44.47280554205732,13.08951281182515,13.08951281182515,59.43346758166389,44.85590153638479,7.04767198267719,15.318105860596532,18.9474518152002,23.59642051750562,0.0,42.62670316058528,66.84818411685347,-0.3500553082254873,-8.342717254488935,0.0,4.86038479538006,15.09043562091344,3.4206443514765565,0.5348837209302325,59,6,16,0,4,4,1,2,0,2,0,5,15,6,16,4,4,0,1,1,0,0,13.702436047698171,6,4.3354200000000045,220.47919999999937,0,2,2,0,0,0,0,3,0,0,3,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,14,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.159477752578105,0.12987587872435036,0.462742359371285,0.54446403707111,0.8081864785249968,10016.641226091953,15078.192980282594,-3.1432596316844714e-18,0.3121091952257161,-0.5067356780024598,5.140392213242077,0.11901057158504456,0.47848989342616605,0.5604040616621165,0.7939361576615376,10259.339244397714,14700.021394120726,-3.1432596316844714e-18,0.3121091952257161,-0.5067356780024598,5.242957110557154,0.15856635116087917,0.46187477588525,0.5168877849981457,0.8447723903656371,9652.807770330443,16317.843649880722,-3.1432596316844714e-18,0.3121091952257161,-0.5067356780024598
C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,177.0,Low,26.0,vancomycin,Table1,small_data_set/smiles_review/table1_fixed_review.csv,16.01721413883496,16.01721413883496,0.0975310804436262,-2.345197558764132,0.0743480035553138,29.43564356435644,1449.2710000000004,1373.6709999999996,1447.4301996399995,542,0,0.3304406966705159,-0.5078102858634143,0.5078102858634143,0.3304406966705159,0.7128712871287128,1.316831683168317,1.900990099009901,35.496793075940296,9.860541944034832,2.5146787141547198,-2.465307714406073,2.4973193234090445,-2.6422881744034075,6.321583236316177,-0.3331638696227531,0.7690386542987827,1.239428306478138,4074.499151859221,73.53926501075027,54.32452697551593,55.83638486755283,47.65616109257952,31.62123161693568,32.37716056295413,25.71428135238943,26.52868160587064,17.77235433703853,18.36309346747261,12.493370224389476,12.948486372379747,-9.199999999999994,6.708219005479359e+25,74.48920068027212,30.16501983221306,15.81133472779694,583.8196751267814,128.17130685357608,89.47659525090083,29.934857612799284,53.38979666807965,0.0,5.969305287951849,33.561760288502754,4.794537184071822,0.0,0.0,55.248455385231104,110.08498363408832,34.71646841886195,41.32274381956614,117.84274914378196,70.52144317387742,0.0,37.21752022804432,17.385241000485763,156.20100928461645,13.654553947190108,116.7252959759686,0.0,57.12299764966523,62.89544404376884,0.0,45.99609466627124,23.20187978046503,190.94953164314492,52.56688633397472,5.917906046161393,105.10812638896596,78.86277189000094,10.045266627482652,11.126902983393991,0.0,530.4899999999999,237.11388471144392,75.03795986876617,14.383611552215466,46.22204891412963,0.0,66.73003775307771,33.02788051898166,0.0,13.847474399381248,37.21752022804432,63.0903924575897,38.2977198170486,14.10406061895364,116.81039621680978,130.50687133113215,8.003711425926712,-15.986784846104408,-0.6786651744934225,-18.550147892071845,5.659418699136037,1.472308692551599,0.4242424242424242,101,21,33,0,7,7,7,5,0,5,0,11,25,19,35,7,13,0,2,2,0,0,22.247210057486207,12,0.106200000000006,349.29170000000045,1,6,6,0,0,0,0,3,1,1,8,7,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,15,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1913283246765625,0.17097599798146104,0.2524056364752748,0.4912703738008953,0.6903415709570163,33754.39526676104,47408.42526101759,0.0,0.330440696670516,-0.5078102858634141,7.234121971163264,0.17525274416748998,0.242161478868807,0.4886971901161549,0.6834825369835613,34129.78844462687,47706.601549420375,0.0,0.330440696670516,-0.5078102858634141,7.1843542641479265,0.17071584772927387,0.24015735603260158,0.49945589229022763,0.6740806341093666,34373.80187886158,46351.60012317869,0.0,0.330440696670516,-0.5078102858634141
CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,206.0,Low,85.0,daptomycin,Table1,small_data_set/smiles_review/table1_fixed_review.csv,14.837316182806164,14.837316182806164,0.0185988188706569,-2.4484380209522856,0.0112969223205895,21.18260869565217,1620.693000000001,1518.884999999999,1619.7103663519993,630,0,0.3289699637127585,-0.4812218027908548,0.4812218027908548,0.3289699637127585,0.5478260869565217,1.0869565217391304,1.6869565217391305,16.54704433175536,9.95511945149643,2.4107997097796345,-2.2967962626750005,2.2152427833133777,-2.615376843166112,6.050829049509542,-0.1560473071859897,1.6707520120120685,1.873572629797627,4040.349175350778,85.75911538260037,63.592281211898985,63.592281211898985,54.35180763038238,36.82416615230718,36.82416615230718,27.248720523058594,27.248720523058594,17.862111490159563,17.862111490159563,11.735508462138895,11.735508462138895,-12.7,1.626895279681309e+30,94.67553807734244,47.61268346719654,32.50454642339153,657.0231702290899,121.5727327325197,72.56421550837585,5.783244946364939,82.7005162109211,0.0,29.846526439759245,91.09620649736463,4.794537184071822,0.0,0.0,82.70423947924537,69.33515441731507,47.61307113885272,51.80050289096812,126.16024360944007,134.92059880380995,0.0,74.10223037302953,17.385241000485763,209.41313189688057,31.97481865941283,65.85468310269995,0.0,0.0,86.31925428356888,5.687386274683562,0.0,0.0,247.65226978282243,102.25389107409072,5.917906046161393,146.3495349330445,54.72778011930596,0.0,10.902924932081056,0.0,702.02,261.4545552884026,121.42338065564005,0.0,37.05805904107116,29.30801966963007,52.87531971370191,24.26546827384644,30.462311845459517,15.950365812018994,65.07560176070115,21.937865385286607,5.6809043968935615,0.0,276.08194645695204,78.6506564183417,18.078748646861463,-29.734865909292157,-10.539571705875815,-2.3322645975077863,1.114446293627012,0.0,0.5277777777777778,115,25,43,0,1,1,14,2,1,3,0,0,24,22,43,2,35,0,1,1,0,0,39.19788197011321,4,-5.621799999999963,400.26050000000095,4,1,1,1,0,1,1,0,4,4,20,16,0,0,0,0,14,3,0,0,0,1,0,0,0,0,0,14,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,8.21692228480016,0.4391323064409216,0.2070613117642632,0.2445098819351653,0.8958945780236234,25000.556711520498,91603.10016166292,4.11193712824132e-18,0.32896996371275855,-0.48122180279085486,,,,,,,,,,,,,,,,,,,,
CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,221.0,Low,19.0,clindamycin,Table1,small_data_set/smiles_review/table1_fixed_review.csv,12.900963325144875,12.900963325144875,0.1474848828420254,-1.3619375064202812,0.4382730169795819,39.92592592592592,424.9910000000001,391.7270000000001,424.179870836,158,0,0.2372173651571932,-0.3875084408731224,0.3875084408731224,0.2372173651571932,1.3333333333333333,2.0,2.555555555555556,35.49574543187553,9.92432400466202,2.480349009435058,-2.4367224343813643,2.3079692550603714,-2.6468306022085444,7.986428886294425,-0.204725324019968,2.9865070936692497,2.094099659349725,498.3724409623958,20.30060042939172,16.41614327385348,17.98856880079966,12.704815018005776,9.578734509045027,11.303071391235772,7.734255416479905,9.358687649788193,5.630970274445806,6.75701471757682,4.113387234869752,4.999021620212109,-0.09,784871.9832588409,23.191500616007254,10.093723701555763,5.291161799986219,170.32544535771044,25.37323374232849,29.85186392256229,0.0,5.907179729351506,0.0,0.0,9.6944469149223,0.0,0.0,23.36282483962363,13.344558822616634,38.98672765789263,6.544756405912575,17.460769526501647,24.85098232239399,29.27000456897514,0.0,10.216698334856808,5.917906046161393,80.42257271722319,19.84819757210117,0.0,0.0,0.0,5.316788604006331,0.0,0.0,23.36282483962363,93.2875026658892,9.53140013787187,5.917906046161393,33.10993926815928,0.0,0.0,0.0,0.0,102.26000000000002,41.27079261991598,20.11411936859394,0.0,11.949020558499466,5.917906046161393,25.807221274690605,11.761884949391115,13.179506383202028,11.947581713527669,12.240525803696954,16.337802844032566,5.794234216260731,7.548110585943435,14.949648342361638,33.024404647343616,-0.7024930619758367,0.3497252764104317,-0.9336548878810788,-0.0979641560509905,4.739755500358752,1.939344648340409,0.9444444444444444,27,4,7,0,2,2,1,0,0,0,0,0,7,4,9,2,7,0,2,2,0,0,8.669948127497685,2,0.3895000000000021,106.87510000000006,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.158116325884034,0.36905576281717195,0.2395144220045587,0.30252316321850065,0.8650956198961417,1998.0146719597094,5914.386765224671,6.938893903907231e-19,0.2372173651571933,-0.3875084408731226,4.04267350860893,0.29877067646411554,0.27527989590051455,0.362528347454618,0.8306107798056327,2226.2165157147374,5330.050114565687,6.938893903907231e-19,0.2372173651571933,-0.3875084408731226,4.127741558829938,0.35129622785264164,0.2351263776871069,0.31440877751702245,0.847768459233041,2054.883877353085,5736.7306634085135,6.938893903907231e-19,0.2372173651571933,-0.3875084408731226
C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,89.0,Low,1.0,mupirocin,Table1,small_data_set/smiles_review/table1_fixed_review.csv,12.05413056512242,12.05413056512242,0.0160265383045741,-1.060177889743483,0.1086556858010655,30.51428571428572,500.6290000000005,456.2770000000003,500.2985329879999,202,0,0.3301846791560177,-0.481230389785217,0.481230389785217,0.3301846791560177,1.0285714285714285,1.6857142857142855,2.342857142857143,16.59843318571603,9.852450919134702,2.480142989888032,-2.3750878329772056,2.380338532289243,-2.5008758229869463,5.822051504664329,-0.1647964797488269,3.554535638786709,1.6150722202375696,692.3099433432227,25.95745467888409,21.304422850077803,21.304422850077803,16.59513190827299,12.96718370367431,12.96718370367431,10.21499273783596,10.21499273783596,7.090840516778862,7.090840516778862,4.589106345050171,4.589106345050171,-1.52,46042084.965057455,29.70865402318032,14.89886651597785,10.550259665501022,208.0021534458943,34.63669844076297,6.103966387748303,0.0,0.0,0.0,11.9386105759037,4.794537184071822,4.794537184071822,0.0,0.0,38.18012822146393,39.53076089108528,24.33265382208268,43.73359586776734,44.22577280890661,11.9386105759037,0.0,0.0,11.835812092322788,115.18240453189578,13.213763929025836,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,82.20228241078217,23.79966322954379,11.835812092322788,78.55860620540597,11.64912463690315,0.0,0.0,0.0,146.05,36.354476126896905,24.90865655266576,0.0,30.4645664907454,38.049333327873136,32.10410811463005,6.076020106833881,13.847474399381248,6.923737199690624,0.0,19.31711625624085,16.719009641896037,0.0,22.51096571717436,39.4698355031417,0.7078508872046936,-1.4219554285331526,0.0,4.614026472523698,6.066933873259326,0.0,0.8461538461538461,35,4,9,0,2,2,0,0,0,0,0,0,8,4,9,2,16,0,2,2,0,0,12.64643630459234,2,2.5925000000000007,128.6542000000001,1,3,3,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6.758436683560516,0.7191007656359525,0.10426054012610945,0.10911252193393767,0.9472250328483565,2293.453939793271,21284.937242923257,2.1080184011870058e-18,0.33018467915601774,-0.4812303897852171,6.525331793475061,0.6597326160693895,0.12179122163026972,0.1378735646218069,0.9326260746590289,2679.651468687133,19419.638120134252,2.1080184011870058e-18,0.33018467915601774,-0.4812303897852171,6.654457734170082,0.6520052323662228,0.11000016706497905,0.14097419014051457,0.9184384710007821,2868.5205268540544,20024.747272209926,2.1080184011870058e-18,0.33018467915601774,-0.4812303897852171
