SMILES,Accum,Accum_Class,Accum_SE,Compound_ID,SourceTable,MolWt,LogP,TPSA,HBD,HBA,RotB,RingCount,HeavyAtomCount,FracCSP3
O=C(OC)[C@H]1c2c(C)cccc2[C@@H]2[C@@]31CC(=O)[C@](CO)(C3)CC2,86.0,Low,16.0,3-48,Table3,314.3810000000001,2.4706200000000003,63.60000000000001,1.0,4.0,2.0,4.0,23.0,0.5789473684210527
O=C(N[C@H]1c2c(C)cccc2[C@@H]2[C@@]31CC(=O)[C@](CO)(C3)CC2)C,69.0,Low,5.0,3-49,Table3,313.3970000000001,2.3912200000000006,66.4,2.0,3.0,2.0,4.0,23.0,0.5789473684210527
O=C(OC)[C@H]1c2c(C)cccc2[C@@H]2[C@@]31CC(=O)[C@](C)(C3)CC2,28.0,Low,12.0,3-52,Table3,298.38200000000006,3.4982200000000025,43.370000000000005,0.0,3.0,1.0,4.0,22.0,0.5789473684210527
O=C(N[C@H]1c2c(C)cccc2[C@@H]2[C@@]31CC(=O)[C@](C)(C3)CC2)C,49.0,Low,12.0,3-53,Table3,297.398,3.418820000000002,46.17,1.0,2.0,1.0,4.0,22.0,0.5789473684210527
S(=O)(=O)(OC1C2OCC([N+])C2OC1)c1ccc(-c2ccccc2)cc1,1965.0,High,108.0,,Table4,359.403,1.6623999999999999,84.13000000000001,0.0,5.0,4.0,4.0,25.0,0.3333333333333333
O(C)c1c(O)c2c(cc1)CC1[N+](C)CCC32C1CC(O)C([N+])C3,1913.0,High,156.0,,Table4,316.40099999999995,0.9450999999999996,77.89,2.0,4.0,1.0,4.0,23.0,0.6666666666666666
OC12C(=C)CC3(C(CC[N+])c4c(C)cccc4C3CC1)C2,1887.0,High,179.0,,Table4,281.39900000000006,3.4959200000000026,42.53,1.0,1.0,2.0,4.0,21.0,0.5789473684210527
O=C1C2(C)CC3(C(C[N+])c4c(C)cccc4C3CC2)C1,1696.0,High,203.0,,Table4,267.372,3.3939200000000023,39.370000000000005,0.0,1.0,1.0,4.0,20.0,0.6111111111111112
OC12C(C)CC3(C(C[N+])c4c(C)cccc4C3CC1)C2,1650.0,High,69.0,,Table4,269.38800000000003,3.1857200000000017,42.53,1.0,1.0,1.0,4.0,20.0,0.6666666666666666
Brc1ccc(S(=O)(=O)OC2C3OCC([N+])C3OC2)cc1,1647.0,High,108.0,,Table4,362.2010000000001,0.7579,84.13000000000001,0.0,5.0,3.0,3.0,20.0,0.5
O=C1C2(CO)CC3(C(C[N+])c4c(C)cccc4C3CC2)C1,1487.0,High,59.0,,Table4,283.37100000000004,2.366320000000001,59.599999999999994,1.0,2.0,2.0,4.0,21.0,0.6111111111111112
O=C(NCC[N+])C1(C)C2C(C)(c3c(C([N+])C2)cc(C(C)C)cc3)CCC1,1344.0,High,43.0,,Table4,353.51000000000016,3.5725000000000025,73.7,1.0,1.0,4.0,3.0,26.0,0.6818181818181818
OC12C(=C)CC3(C(C[N+])c4c(C)cccc4C3CC1)C2,1335.0,High,8.0,,Table4,267.372,3.1058200000000014,42.53,1.0,1.0,1.0,4.0,20.0,0.5555555555555556
[N+]CC1c2c(C)cccc2C2C31CC(C)(C([N+])C3)CC2,946.0,High,138.0,,Table4,266.388,3.262120000000002,44.6,0.0,0.0,1.0,4.0,20.0,0.6666666666666666
O=C(OC12C(=C)CC3(C(C[N+])c4c(C)cccc4C3CC1)C2)C,922.0,High,46.0,,Table4,309.4090000000001,3.6766200000000024,48.6,0.0,2.0,2.0,4.0,23.0,0.55
S(=O)(=O)(OC1C2OCC([N+])C2OC1)c1ccc(C)cc1,877.0,High,29.0,,Table4,297.332,0.30381999999999976,84.13000000000001,0.0,5.0,3.0,3.0,20.0,0.5384615384615384
O=C1Oc2c(C)c3oc(C)c(C[N+])c3cc2C(C)=C1,817.0,High,203.0,,Table4,255.27299999999997,3.0331600000000014,65.65,0.0,3.0,1.0,3.0,19.0,0.26666666666666666
[N+]C1C(C)C2C(C)(C)C(C1)C2,761.0,High,65.0,,Table4,151.25299999999996,2.1258,22.3,0.0,0.0,0.0,3.0,11.0,1.0
OC12C(=C)CC3(C([N+])c4c(C)cccc4C3CC1)C2,756.0,High,94.0,,Table4,253.34499999999997,3.063320000000002,42.53,1.0,1.0,0.0,4.0,19.0,0.5294117647058824
Brc1ccc(C([N+])C(C)N2CCOCC2)cc1,739.0,High,98.0,,Table4,297.196,2.2796000000000003,34.769999999999996,0.0,2.0,3.0,2.0,17.0,0.5384615384615384
[N+]Cc1ccc(C(C)(C)C)cc1,726.0,High,19.0,,Table4,161.248,2.5528000000000004,22.3,0.0,0.0,1.0,1.0,12.0,0.45454545454545453
O=C(OC1C2(C)C(C)CCC3(C(C)C(O)C(C[N+])(C)C1)C2C(=O)CC3)CO,628.0,High,86.0,,Table4,379.49700000000024,1.7678999999999996,106.13000000000001,2.0,5.0,3.0,3.0,27.0,0.9047619047619048
[N+]C1c2c(-c3c1cccc3)cccc2,617.0,High,10.0,,Table4,179.22199999999998,2.825100000000001,22.3,0.0,0.0,0.0,3.0,14.0,0.07692307692307693
[N+]Cc1ccc(-c2ccccc2)cc1,617.0,High,1.0,,Table4,181.238,2.922300000000001,22.3,0.0,0.0,2.0,2.0,14.0,0.07692307692307693
S(=O)(=O)(OC1C2OCC([N+])C2OC1)c1ccccc1,616.0,High,30.0,,Table4,283.30499999999995,-0.0046000000000003816,84.13000000000001,0.0,5.0,3.0,3.0,19.0,0.5
[N+]C(C(C)N1CCOCC1)c1ccccc1,613.0,High,66.0,,Table4,218.3,1.5170999999999997,34.769999999999996,0.0,2.0,3.0,2.0,16.0,0.5384615384615384
O(Cc1ccccc1)C1C2OCC([N+])C2OC1,552.0,High,12.0,,Table4,233.26699999999994,0.8066999999999998,49.99000000000001,0.0,3.0,3.0,3.0,17.0,0.5384615384615384
O=C1C2(CO)CC3(C([N+])c4c(C)cccc4C3CC2)C1,542.0,High,26.0,,Table4,269.344,2.3238200000000004,59.599999999999994,1.0,2.0,1.0,4.0,20.0,0.5882352941176471
O=C1C2(C)CC3(C([N+])c4c(C)cccc4C3CC2)C1,515.0,High,50.0,,Table4,253.34499999999997,3.351420000000002,39.370000000000005,0.0,1.0,0.0,4.0,19.0,0.5882352941176471
O=C1C2(C)C([N+])C=CC3(O1)C2C(C[N+])C12C3CCC(O)(C(=C)C1)C2,504.0,High,39.0,,Table4,326.3960000000001,1.0875999999999995,91.13000000000001,1.0,3.0,1.0,5.0,24.0,0.7368421052631579
O=C(OC)C1(C)C2C(C)(c3c(C([N+])C2)cc(C(C)C)cc3)CCC1,477.0,High,75.0,,Table4,327.46800000000013,4.560600000000004,48.6,0.0,2.0,2.0,3.0,24.0,0.6666666666666666
O(C)c1cc2c(C3SC(=O)N4C3CC(C(C=C)C[N+])CC4)ccnc2cc1,458.0,High,58.0,,Table4,381.50100000000015,4.102800000000004,64.73,0.0,4.0,5.0,4.0,27.0,0.42857142857142855
[N+]C(c1ccccc1)c1ccccc1,415.0,High,20.0,,Table4,181.238,2.8447000000000005,22.3,0.0,0.0,2.0,2.0,14.0,0.07692307692307693
O(C)c1ccc(C([N+])C(C)N2CCOCC2)cc1,399.0,High,30.0,,Table4,248.32599999999994,1.5257,44.0,0.0,3.0,4.0,2.0,18.0,0.5714285714285714
O=C(NC1C(N)C=C(C(=O)NCC[N+])CC1OC(CC)CC)C,894.6,High,1.6,,Table4,324.4250000000001,-0.09279999999999866,115.75,3.0,4.0,8.0,1.0,23.0,0.75
[N+]C(C(C)N1CCOCC1)C1CCCCC1,344.0,High,19.0,,Table4,224.34799999999993,1.7246999999999995,34.769999999999996,0.0,2.0,3.0,2.0,16.0,1.0
S(=O)(=O)(NCC[N+])c1c2c(cncc2)ccc1,316.0,High,12.0,,Table4,249.29500000000004,0.5817999999999997,81.36,1.0,3.0,4.0,2.0,17.0,0.18181818181818182
O=C1C2(C)C(O)C=CC3(O1)C2C(C[N+])C12C3CCC(O)(C(=C)C1)C2,309.0,High,38.0,,Table4,329.39600000000013,1.0111999999999994,89.06,2.0,4.0,1.0,5.0,24.0,0.7368421052631579
O=C1C(OC)CC2C3(c4c5OCOc5ccc4C(N)C2[N+](C)CC3)C1,335.0,Low,28.0,,Table4,344.4110000000002,1.2027999999999996,76.68,1.0,6.0,1.0,5.0,25.0,0.631578947368421
S(=O)(=O)(OC1C2OCC([N+])C2OC1)c1ccc(N)cc1,331.0,Low,68.0,,Table4,298.32,-0.4223999999999992,110.15,1.0,6.0,3.0,3.0,20.0,0.5
OC(CC(O)CCC1C(C)C=CC=2C1C(O)CC(C)C=2)CC[N+],323.0,Low,6.0,,Table4,321.4610000000001,2.1026999999999996,82.99,3.0,3.0,7.0,2.0,23.0,0.7894736842105263
FC(F)(F)c1n2c(nn1)CN(C(=O)CC([N+])Cc1c(F)cc(F)c(F)c1)CC2,275.0,Low,9.0,,Table4,405.30200000000013,2.1265,73.32000000000001,0.0,4.0,4.0,3.0,28.0,0.4375
O(C)c1c(OC)ccc(CC[N+])c1,255.0,Low,19.0,,Table4,179.21899999999997,1.315,40.760000000000005,0.0,2.0,4.0,1.0,13.0,0.4
O=C(OC1C2OCC([N+])C2OC1)C,372.0,High,3.0,,Table4,185.17899999999997,-0.847,67.06,0.0,4.0,1.0,2.0,13.0,0.875
O(C)C=1C(=O)NCC23c4c5OCOc5ccc4C([N+])C(N(C)CC2)C3C=1,219.0,Low,16.0,,Table4,355.3940000000001,0.7568999999999999,82.33,1.0,5.0,1.0,5.0,26.0,0.5263157894736842
O(C)c1c(C[N+])ccc(OC)c1,206.0,Low,22.0,,Table4,165.19199999999998,1.2725,40.760000000000005,0.0,2.0,3.0,1.0,12.0,0.3333333333333333
O(C)c1c(O)c2c(cc1)CC1[N+]CCC32C1CC(OC)C([N+])C3,204.0,Low,14.0,,Table4,315.39300000000003,1.4336999999999995,75.09,1.0,3.0,2.0,4.0,23.0,0.6666666666666666
O=C(OC)COC1C2OCC([N+])C2OC1,175.0,Low,14.0,,Table4,215.20499999999996,-1.2204999999999993,76.29,0.0,5.0,3.0,2.0,15.0,0.8888888888888888
O(C)c1cc2c(C(N)C3[N+]4CC(C=C)C(C3)CC4)ccnc2cc1,167.0,Low,12.0,,Table4,323.44,2.9777000000000013,54.040000000000006,1.0,4.0,4.0,5.0,24.0,0.45
O=C(OCC(OCn1c2N=C(N)NC(=O)c2nc1)CO)C(N)C(C)C,165.0,Low,9.0,,Table4,354.36700000000013,-1.4366999999999985,171.37,4.0,10.0,8.0,2.0,25.0,0.5714285714285714
O=C(OC)C(NC(C(=O)N1C(C(=O)OC)CCC1)CCCC[N+])CCc1ccccc1,155.0,Low,20.0,,Table4,431.53300000000024,1.5220000000000002,107.24000000000001,1.0,6.0,12.0,2.0,31.0,0.6086956521739131
O=C(OCCOCn1c2N=C(N)NC(=O)c2nc1)C(N)C(C)C,141.0,Low,6.0,,Table4,324.34100000000007,-0.7975999999999981,151.14,3.0,9.0,7.0,2.0,23.0,0.5384615384615384
S(=O)(=O)(NCCCCCC[N+])c1c2c(ccc1)cccc2,108.0,Low,16.0,,Table4,304.41499999999996,2.747200000000001,68.47,1.0,2.0,8.0,2.0,21.0,0.375
O=C(NC1C(OC(CC)CC)C=C(C(=O)OCC)CC1[N+])C,83.0,Low,11.0,,Table4,310.394,1.3953999999999989,86.92999999999999,1.0,4.0,7.0,1.0,22.0,0.75
O=C1N2C(=NN1)c1c(nc(c(-c3ccccc3)c1)-c1ccc(C3([N+])CCC3)cc1)C=C2,81.0,Low,5.0,,Table4,405.46100000000024,4.352700000000003,85.35000000000001,1.0,4.0,3.0,6.0,31.0,0.16
[N+]CCC(c1ccccc1)c1ccccc1,61.0,Low,3.0,,Table4,209.292,3.277300000000002,22.3,0.0,0.0,4.0,2.0,16.0,0.2
S(=O)(=O)(OC1C2OCC([N+])C2OC1)CCCCCCCCCCCC,61.0,Low,11.0,,Table4,375.5310000000003,2.8571999999999997,84.13000000000001,0.0,5.0,13.0,2.0,25.0,1.0
O=C(OC1C2(C)C(=O)OC1C=C1C2C(C(=O)NC2CC2)C23C1CCC(O)(C(=C)C2)C3)C(N)C(C)C,47.0,Low,1.0,,Table4,484.5930000000005,1.7552999999999999,127.95000000000002,3.0,7.0,5.0,6.0,35.0,0.7407407407407407
O(C)c1c(O)c2c(cc1)CC1[N+](C)CCC32C1CC(=O)C(=N)C3,46.0,Low,5.0,,Table4,314.385,1.7357699999999998,76.28,2.0,5.0,1.0,4.0,23.0,0.5555555555555556
[N+]CC1CCN(c2nc(-c3cc4c(cc3)cccc4)ccn2)CC1,40.0,Low,3.0,,Table4,316.40800000000013,3.581900000000002,51.32,0.0,3.0,3.0,4.0,24.0,0.3
O=C(NCC[N+])C1(C)C2C(C)(C3C(C=C(C(C)C)CC3)=CC2)CCC1,38.0,Low,12.0,,Table4,342.52700000000027,4.306500000000003,51.400000000000006,1.0,1.0,4.0,3.0,25.0,0.7727272727272727
[N+]C1(C)C2C(C)(C3C(C=C(C(C)C)CC3)=CC2)CCC1,28.0,Low,6.0,,Table4,271.448,4.942700000000005,22.3,0.0,0.0,1.0,3.0,20.0,0.7894736842105263
O=C(OC1C2OCC([N+])C2OC1)CN,23.0,Low,0.4,,Table4,200.19399999999996,-1.9081999999999981,93.08,1.0,5.0,2.0,2.0,14.0,0.875
[N+]C1C2OCC([N+])C2OC1,20.0,Low,0.0,,Table4,140.142,-1.3413999999999997,63.06,0.0,2.0,0.0,2.0,10.0,1.0
S(CC(=O)OC1C2(C)C(C)CCC3(C(C)C(O)C(C=C)(C)C1)C2C(=O)CC3)CC[N+],20.0,Low,5.0,,Table4,435.63000000000034,3.6948000000000025,85.9,1.0,5.0,6.0,3.0,30.0,0.8333333333333334
O=C1C(c2c3c(n4c2CC(C[N+])CC4)cccc3)=C(c2c3c(n(C)c2)cccc3)C(=O)N1,17.0,Low,7.0,,Table4,422.4880000000001,3.3313000000000015,78.33,1.0,4.0,3.0,6.0,32.0,0.23076923076923078
O=C(OC)C1(C)C2C(C)(C3C(O)(C2C[N+])C2C(C(C)C)(OC(=O)O2)CC3)CCC1,16.0,Low,6.0,,Table4,407.50700000000035,2.741900000000001,104.36,1.0,6.0,3.0,4.0,29.0,0.9090909090909091
O(C)c1c2OC(C[N+])C34C(CCO)C([N+](C)CC3)Cc(c24)cc1,5.0,Low,0.0,,Table4,316.40100000000007,0.8595999999999997,66.89000000000001,1.0,4.0,4.0,4.0,23.0,0.6666666666666666
OC1C2OCC([N+])C2OC1,0.0,Low,0.0,,Table4,143.142,-1.4178,60.99000000000001,1.0,3.0,0.0,2.0,10.0,1.0
O=C(OC)C1(C)C2C(C)(C3C(C([N+])C(O)(C(C)C)CC3)=CC2)CCC1,0.0,Low,0.0,,Table4,347.49900000000025,3.5366000000000017,68.83,1.0,3.0,2.0,3.0,25.0,0.8571428571428571
[N+]C(c1ccccc1)(c1ccccc1)c1ccccc1,0.0,Low,0.0,,Table4,257.336,4.047200000000003,22.3,0.0,0.0,3.0,3.0,20.0,0.05263157894736842
