SMILES,Accum,Accum_Class,Accum_SE,Compound_ID,SourceTable,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
O=C(O[C@H]1[C@@H](O)[C@H](Oc2c(C)c3OC(=O)C(NC(=O)c4cc(C/C=C(\C)/C)c(O)cc4)=C([O-])c3cc2)OC(C)(C)[C@@H]1OC)N,119.0,Low,21.0,novobiocin,Table1,13.31798114201877,13.31798114201877,0.005944613568963142,-1.529934107693691,0.21531576426366583,20.977272727272727,611.6240000000001,576.3440000000004,611.22463351991,236.0,0.0,0.40446341375471284,-0.8703873298837339,0.8703873298837339,0.40446341375471284,1.2045454545454546,1.9090909090909092,2.5454545454545454,16.719079212437844,9.891560989631156,2.5279390684680765,-2.4693802853270244,2.376123237147223,-2.647893600460524,6.062367573835444,-0.3042932150056359,2.939599416761917,1.6287444552904173,1673.310532488681,32.50734273164875,25.12662154744712,25.12662154744712,20.637973893287093,13.696524885707575,13.696524885707575,11.198181475531703,11.198181475531703,7.30542474718062,7.30542474718062,5.04869606638316,5.04869606638316,-4.59,2331624222.2142544,32.326486476403616,12.564101184019577,6.490928505265244,252.3298196813051,49.73464101794418,28.873396470641914,12.207932775496605,6.290026729335213,5.907179729351506,11.718826390016403,4.794537184071822,9.589074368143644,0.0,0.0,17.398636470187054,76.93479445538416,23.62292473913632,5.601050810983688,48.2732593049193,28.65705043108052,0.0,0.0,5.733667477162185,71.24248432494294,12.426586145283864,69.09143795745199,0.0,17.248535499851716,26.51943274888726,10.481923458755384,17.248535499851716,0.0,59.52624883481268,20.631410484326157,6.923737199690624,49.179840457925295,51.19264810033636,0.0,10.969244356107037,0.0,202.83999999999997,59.26588093089918,29.703193736737582,0.0,33.59517100606884,11.984273114623004,5.573104530069267,44.365370083276204,13.847474399381248,19.92349450621513,5.316788604006331,29.09827022941573,27.780414203369098,0.0,37.411802870047715,36.71714117197972,4.194196667786114,-1.4189409145376486,6.9574243470793835,-3.8833414987166845,8.628583666888042,1.3627194861042546,0.3870967741935484,44.0,5.0,13.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,0.0,11.0,4.0,13.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,9.230755613940353,4.0,2.995120000000001,156.70219999999972,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(OCCCCCCCCC(=O)[O-])/C=C(\C[C@H]1[C@H](O)[C@H](O)[C@@H](C[C@H]2[C@H]([C@H]([C@@H](O)C)C)O2)CO1)/C,89.0,Low,1.0,mupirocin,Table1,12.048213405359107,12.048213405359107,0.014136179136332139,-1.0636380973559396,0.12343197868790418,30.514285714285716,499.6210000000002,456.2770000000003,499.2912565359099,202.0,0.0,0.33018467915601774,-0.5501718609055201,0.5501718609055201,0.33018467915601774,1.0571428571428572,1.7142857142857142,2.3714285714285714,16.598433185716054,9.852450919134709,2.480118283254481,-2.375087838335436,2.3803221814271436,-2.500875823319935,5.822039643207142,-0.3053558041377607,3.554535638786709,1.6150722202375691,692.3099433432226,25.957454678884098,21.26545754504171,21.26545754504171,16.595131908272997,12.947701051156265,12.947701051156265,10.193262662540757,10.193262662540757,7.08109919051984,7.08109919051984,4.582218187194663,4.582218187194663,-1.52,46042084.965057455,29.70865402318032,14.89886651597785,10.550259665501022,208.00215344589432,39.43123562483479,6.103966387748303,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,38.18012822146393,45.95158251401129,23.881137487108518,43.73359586776734,44.225772808906605,11.938610575903699,0.0,0.0,11.835812092322787,115.18240453189577,13.213763929025836,11.64912463690315,0.0,0.0,5.106527394840706,0.0,0.0,0.0,77.09575501594146,23.79966322954379,11.835812092322787,78.55860620540597,11.64912463690315,0.0,0.0,0.0,148.88,36.354476126896905,30.015183947506465,0.0,30.464566490745398,38.04933332787313,32.10410811463005,6.076020106833881,13.847474399381248,6.923737199690624,0.0,14.210588861400147,16.705218855771182,0.0,22.393937446299937,41.20738047623071,0.7027488463883671,-1.6835603152483314,0.0,4.294874459274119,6.046066897950683,0.0,0.8461538461538461,35.0,3.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,3.0,9.0,2.0,16.0,0.0,2.0,2.0,0.0,0.0,12.64643630459234,2.0,1.2578000000000005,126.02540000000006,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
O=C([O-])/C(/CC/C=C(\C)/C)=C/1\[C@@H](OC(=O)C)C[C@]2(C)[C@]3(C)[C@@H]([C@H](O)C[C@@H]\12)[C@]1(C)[C@H]([C@H](C)[C@H](O)CC1)CC3,52.0,Low,5.0,fusidic acid,Table1,12.505890027353876,12.505890027353876,0.031810590487086676,-1.2026968511169887,0.3206251536465093,46.24324324324324,515.7110000000002,468.3350000000004,515.33781280391,208.0,0.0,0.3027285496819993,-0.5451656653200754,0.5451656653200754,0.3027285496819993,1.054054054054054,1.7297297297297298,2.324324324324324,16.54309349064178,9.362198282761236,2.7027006894470174,-2.6854018787889795,2.740306924225698,-2.6523214552802408,5.861833533132824,-0.2993128713820666,3.050269441322801,1.8204996345856934,993.6572721139338,27.499271042140983,23.80307675586475,23.80307675586475,17.169081080373804,14.280376137327156,14.280376137327156,13.628067949830106,13.628067949830106,11.556489992154393,11.556489992154393,9.778513244039097,9.778513244039097,-1.66,81703040.92486295,28.350642770434703,9.82195377600086,4.400683647621715,222.1042744674248,24.85098232239399,6.103966387748303,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,39.34407343566565,116.27685203576378,6.923737199690624,18.177238063448456,29.64551950646581,11.938610575903699,0.0,0.0,39.91659559283591,118.14463254448735,0.0,22.795333697041684,0.0,0.0,5.106527394840706,0.0,0.0,0.0,40.46356452883001,14.325937321943691,39.91659559283591,99.83273338124245,22.795333697041684,0.0,0.0,0.0,106.89000000000001,24.146543351400304,24.90865655266576,0.0,45.67576046449208,37.174297067934695,31.256391021773304,6.923737199690624,0.0,19.92349450621513,27.694948798762496,4.736862953800049,5.844362647250003,0.0,24.699135330955073,35.03000847676421,1.3145125865662108,-1.253759265147427,0.0,5.924987879503883,14.357419010774716,0.0,0.8064516129032258,37.0,2.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,2.0,6.0,0.0,5.0,4.0,0.0,4.0,0.0,0.0,7.5259108867870985,4.0,4.331400000000004,139.92259999999996,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,709.0,High,45.0,chloramphenicol,Table1,11.304786365163348,11.304786365163348,0.1323014298311913,-1.3258233558702537,0.40907092804789724,13.85,323.1320000000001,311.03600000000006,322.012326844,110.0,0.0,0.26894513302429984,-0.3941232075520646,0.3941232075520646,0.26894513302429984,1.35,1.9,2.3,35.539168528339836,10.02291788462236,2.2435815633189473,-2.2231385375882793,2.2031486267989804,-2.4358850906246805,6.530354842931775,-0.3844532808687223,2.4316702479283396,2.821158149823159,480.20675753303044,15.284092571446669,10.070873269423847,11.582731161460758,9.362279762904677,5.48271598351556,6.35558754445953,3.8918314138637067,4.988096073409549,2.549103929777519,2.945495981288462,1.495665801296222,1.6216539589659644,-1.4100000000000001,20854.00404623344,16.64379236148467,7.392954608862727,4.309031435917423,123.815473655787,15.529843393687743,6.103966387748303,4.836269690250055,0.0,11.594566004035068,0.0,14.908855452837393,0.0,0.0,0.0,23.20187978046503,17.696185628620217,12.13273413692322,17.57203384247855,19.930903022570902,34.7964457845001,0.0,5.316788604006331,0.0,16.98207690714632,6.606881964512918,39.94323803430901,0.0,0.0,5.316788604006331,5.687386274683562,0.0,23.20187978046503,38.52853805176152,4.794537184071822,10.114318268765572,11.6674178794453,24.26546827384644,0.0,0.0,0.0,112.7,34.419449649828415,20.0153828476781,0.0,5.687386274683562,5.563451491696996,0.0,24.26546827384644,0.0,0.0,5.316788604006331,28.30840717530574,0.0,10.701515153828765,19.911924964098482,31.946182154335563,0.16922162383471995,-0.7561620265390097,4.0536671005850895,-1.2529283194759386,-0.5511984284454519,0.0,0.36363636363636365,20.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.1523400723896176,1.0,0.9089999999999996,72.56670000000001,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(C)c1c(O)c2c(C(=O)[C@@H]3NCC[C@]42[C@@H]3C=C(OC)C(=O)C4)cc1,154.0,Low,89.0,2-22,Table2,12.937719198790628,12.937719198790628,0.03169737339380152,-0.6003009259259258,0.8510817909093902,31.0,329.3520000000001,310.20000000000005,329.126322708,126.0,0.0,0.19743109622182237,-0.5040335016912141,0.5040335016912141,0.19743109622182237,1.25,2.0416666666666665,2.75,16.476518090311785,9.533054636328721,2.575627741524561,-2.524139851878062,2.556799431634101,-2.6203323106112406,6.064908161200025,-0.12135160116589874,2.5788165539876564,2.020428822727799,783.8589534540995,17.06011345338556,13.588278446863185,13.588278446863185,11.530041077362386,8.002864329547403,8.002864329547403,6.6019532809291155,6.6019532809291155,5.640870625260381,5.640870625260381,4.58637895672675,4.58637895672675,-2.34,350107.8718190262,15.203127655333953,5.076821856175882,1.7435162972257985,138.99784259438965,19.897041906447136,0.0,28.824678430953863,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,0.0,31.174332272595684,28.880621121878175,20.26143591170303,24.169327670584448,11.566489892729878,0.0,5.316788604006331,5.917906046161393,24.29847454439676,20.764351488467643,35.09482209880727,0.0,11.49902366656781,10.05365155780638,0.0,11.49902366656781,0.0,43.47920960518619,14.94639060726865,5.917906046161393,28.763083413317833,23.967919115413277,0.0,0.0,0.0,84.86000000000001,11.45683129854474,14.69560176298435,0.0,29.654729395101185,35.60115771717266,0.0,14.219595082555067,18.208754243757102,0.0,5.316788604006331,9.473725907600098,10.425537840136055,0.0,25.45837640148652,14.015264786470146,0.4257823129251712,0.19213661081716804,2.880479261148903,2.6322940287226,0.617491969009826,2.935970122616948,0.4444444444444444,24.0,2.0,6.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.2159821151179755,4.0,1.3160999999999996,85.28100000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(OC)[C@H](NC[C@]12C(=O)C[C@@]3([C@@H](C(=O)OC)c4c(C)cccc4[C@H]3CC1)C2)CO,54.0,Low,24.0,2-27,Table2,13.377085774124463,13.377085774124463,0.1235350529100534,-0.8695627572016462,0.6806535917230208,32.333333333333336,415.4860000000002,386.2540000000002,415.199487648,162.0,0.0,0.32475739911698637,-0.4685306216662471,0.4685306216662471,0.32475739911698637,1.3,2.066666666666667,2.7333333333333334,16.528729541924914,9.600957811009003,2.679163069486589,-2.4291229096995837,2.7117144075317827,-2.4868810930210468,5.927964307859294,-0.14617024886067506,3.1485947172869744,1.6977612336877055,897.6795646151883,21.6814337969452,17.695197350076313,17.695197350076313,14.330500100779858,10.459458266204845,10.459458266204845,9.054690176394066,9.054690176394066,7.743120984226239,7.743120984226239,6.422456282285404,6.422456282285404,-2.2499999999999996,6446180.936595968,21.00004957366647,7.463267587113741,2.8229633896712563,175.67367829860075,19.897041906447136,11.8250857755129,0.0,0.0,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,18.19910120538483,48.794462589721036,23.795558967632143,26.744383093229377,28.963864854656265,17.72185552226864,0.0,5.316788604006331,10.82998093879356,50.484676612865414,27.37123345298056,34.88945568047582,0.0,0.0,5.316788604006331,0.0,0.0,0.0,56.24145719923786,23.85733745981556,17.75371813848418,54.20945305911782,18.19910120538483,0.0,0.0,0.0,101.93,35.36591506656768,19.490138947056174,0.0,24.215212686390757,19.26246486877803,17.547724606320003,19.78304657425206,0.0,19.056471336613843,11.383155672467941,9.473725907600098,9.93605060701584,0.0,38.20909951627958,12.569354674064044,2.1105934387899135,-1.0266731871556911,5.246735030725381,2.393041934366339,1.889397793514406,2.6724001924001923,0.6086956521739131,30.0,2.0,7.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,7.0,2.0,7.0,0.0,6.0,2.0,0.0,2.0,1.0,0.0,5.224299643697557,4.0,1.6018199999999998,107.91050000000006,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(OC)[C@H](NC[C@]12C(=O)C[C@@]3([C@@H](C(=O)OC)c4c(C)cccc4[C@H]3CC1)C2)C,16.0,Low,4.0,2-28,Table2,13.351256692491809,13.351256692491809,0.19361625514403236,-0.5406741307634162,0.7668505042076064,33.03448275862069,399.4870000000002,370.25500000000017,399.204573028,156.0,0.0,0.322062474715746,-0.4685306216662471,0.4685306216662471,0.322062474715746,1.2758620689655173,2.0344827586206895,2.7241379310344827,16.52796550869174,9.600980900629645,2.6788112671763056,-2.4287428624782974,2.711680959979655,-2.464101434526117,5.927847809851701,-0.14615066495914947,3.1233690506280523,1.7088838481232522,880.0192117203285,20.974327015758654,17.54087697338981,17.54087697338981,13.792495298319073,10.31233247891377,10.31233247891377,9.041217969284773,9.041217969284773,7.689368970054558,7.689368970054558,6.347782046430309,6.347782046430309,-2.2099999999999995,3844117.6927509815,20.07864454673821,6.939534426900209,2.7548425828546472,170.87944454640476,14.790514511606428,11.8250857755129,0.0,0.0,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,18.19910120538483,55.718199789411656,23.795558967632143,20.13750112871646,23.85733745981556,17.72185552226864,0.0,5.316788604006331,10.82998093879356,57.408413812556034,20.764351488467643,34.88945568047582,0.0,0.0,5.316788604006331,0.0,0.0,0.0,44.52804783988424,23.85733745981556,17.75371813848418,61.13319025880844,18.19910120538483,0.0,0.0,0.0,81.7,22.78972781410291,14.383611552215466,0.0,23.639761568430032,19.386399651764595,23.968546229246012,19.78304657425206,6.923737199690624,19.056471336613843,11.383155672467941,9.473725907600098,10.020461764040633,0.0,38.09875597183701,3.207459451373142,2.3916862114323347,-0.6000870928414226,5.715602493229207,2.6691544627110106,4.209809888333969,2.7871568498841226,0.6086956521739131,29.0,1.0,6.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,6.0,1.0,6.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,4.80470500267524,4.0,2.6294200000000005,106.49870000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(C)c1c2O[C@@H]3C(=O)C(OC)=C[C@@H]4[C@H]5N(C)CC[C@@]34c2c(cc1)C5,407.0,High,6.0,2-29,Table2,12.990791288737716,12.990791288737716,0.038744331065759585,-0.4962962962962967,0.8271213472666143,35.875,327.38000000000005,306.21200000000005,327.147058152,126.0,0.0,0.23780875016842787,-0.49319359520279227,0.49319359520279227,0.23780875016842787,1.2916666666666667,2.125,2.875,16.534317800487553,9.530635954690041,2.656087945931873,-2.5506534166796166,2.619865530323074,-2.6436771694362253,6.008624362566746,-0.13196438570020103,2.941975985413712,1.8196569255680686,785.8166211990697,16.63746372257519,14.16562871605281,14.16562871605281,11.612557423565887,8.487741552734214,8.487741552734214,7.296483751142552,7.296483751142552,6.5113676171949395,6.5113676171949395,5.423839682394024,5.423839682394024,-2.01,571349.3882232554,14.342919057126924,4.5384038250130505,1.4304358013875011,140.7247144191195,19.110498592250625,0.0,23.362154925972288,5.783244946364939,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.06636706846161,44.13991030143427,17.523198367006348,19.634585551951847,19.005126045471968,5.783244946364939,0.0,4.899909730850478,5.917906046161393,30.402440932145062,27.812023471144833,35.09482209880727,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,50.640985365256505,21.36721223019466,5.917906046161393,17.54772460632,23.967919115413277,0.0,0.0,0.0,48.00000000000001,6.103966387748303,4.794537184071822,0.0,17.116141461923114,11.801005700804136,30.885423318332403,11.126902983393991,14.219595082555067,6.06636706846161,24.089968888823158,14.210588861400147,17.191408493953137,0.0,15.405194397203324,0.0,2.233722127739985,2.12646872637944,4.482315759637188,3.4429700491307633,0.972769746787604,5.395150699168557,0.5263157894736842,24.0,0.0,5.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.7122482796132252,5.0,1.6833999999999998,87.41600000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
